Nomor,Kitab,Bab,indo
6901,Tauhid,Firman Allah Ta\'ala: {Dan sesungguhnya telah tetap janji Kami',"'Wahai Jibril, apa yang menghalangimu untuk mengunjungi kami lebih sering daripada apa yang telah engkau lakukan?' Maka turunlah ayat: '(Dan tidaklah Kami menurunkan ayat melainkan dengan perintah Tuhanmu, milik Dialah apa yang didepan kami dan di belakang kami) ', hingga akhir ayat (Qs. Maryam: 64)"
6895,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya rahmat Allah amat dekat ke',"'Surga dan neraka saling berselisih kepada Tuhan keduanya, surga berkata, 'Wahai Tuhan, mengapa aku tak dimasuki selain orang-orang lemah dan rakyat jelata? ' Sedang neraka berkata, 'Mengapa aku dikhususkan untuk orang-orang yang sombong? ' Allah ta'ala menjawab surga: 'Engkau adalah rahmat-Ku', dan"
6897,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya Allah menahan langit dan b',"'Seorang biarawan yahudi menemui Rasulullah Shallallahu'alaihiwasallam dan berkata: 'Wahai Muhammad, sesungguhnya Allah meletakkan langit diatas satu jari, seluruh bumi diatas satu jari, semua gunung diatas satu jari, pohon dan sungai diatas satu jari, dan semua makhluk diatas satu jari, kemudian Al"
6899,Tauhid,Firman Allah Ta\'ala: {Dan sesungguhnya telah tetap janji Kami',"'Rasulullah Shallallahu'alaihiwasallam bersabda: 'Tatkala Allah menetapkan penciptaan, Dia menulis di sisi-Nya di atas arsy-Nya 'Sesungguhnya rahmat-Ku lebih mendominasi kemurkaan-Ku.'"
6898,Tauhid,Penciptaan langit dan bumi serta ciptaan Allah yang lainnya',"'Suatu malam aku bermalam di rumah maimunah sedang Nabi shallallahu 'alaihi wasallam Shallallahu'alaihiwasallam di sisinya, itu kulakukan dengan niat agar aku bisa melihat Shalat Rasulullah Shallallahu'alaihiwasallam ketika malam. Rasulullah Shallallahu'alaihiwasallam berbincang-bincang bersama iste"
6906,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya perkataan Kami terhadap se',"'Pernah aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Akan senantiasa ada dari umatku sebuah umat yang menegakkan perintah Allah, tidak membahayakan mereka orang yang mendustakan mereka, tidak pula yang menyelisihi mereka hingga keputusan Allah datang kepada mereka sedang mereka masih d"
6902,Tauhid,Firman Allah Ta\'ala: {Dan sesungguhnya telah tetap janji Kami',"'Pernah aku berjalan bersama Rasulullah shallallahu 'alaihi wasallam di sebuah kebun di Madinah, saat beliau bertelekan di atas tongkat. Kemudian beliau melewati sekelompok orang Yahudi, sebagian diantara mereka bertanya kepada sebagian lainnya 'Coba tanyailah dia tentang nyawa', sedang sebagian lai"
6904,Tauhid,Firman Allah Ta\'ala: {Dan sesungguhnya telah tetap janji Kami',"'Satang seseorang kepada Nabi Shallalahu'alaihiwasallam dan berujar, 'Ada seseorang yang berperang karena dorongan fanatisme, atau berperang karena ingin memperlihatkan keberanian, dan ada yang berperang karena ingin dilihat orang, siapakah yang disebut fi sabilillah? ' Nabi menjawab: 'Siapa yang be"
6903,Tauhid,Firman Allah Ta\'ala: {Dan sesungguhnya telah tetap janji Kami',"'Allah menjamin bagi siapa yang berjihad di jalan-Nya, yang tidaklah ia berangkat selain benar-benar untuk berjihad di jalan-Nya dan membenarkan kalimat-Nya, bahwa Dia akan memasukkannya dalam surga atau Ia akan mengembalikannya ke tempat tinggalnya yang ia tinggalkan beserta yang diperolehnya berup"
6907,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya perkataan Kami terhadap se',"'Pernah nabi shallallahu 'alaihi wasallam berdiri pada Musailamah di sekelompok kawan-kawannya, lantas beliau berkata 'Kalaulah engkau meminta sebidang tanah ini, niscaya aku tidak akan memberikannya kepadamu selama-lamanya, dan kamu sekali-kali tidak bisa melampaui urusan Allah yang ada padamu, dan"
6908,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya perkataan Kami terhadap se',"'Pernah aku berjalan bersama nabi shallallahu 'alaihi wasallam di sebagian kebun Madinah, sedang ketika itu beliau bersandar di atas sebuah dahan pohon kurma, saat kami melewati beberapa orang Yahudi, sebagian mereka berkata kepada sebagian lainnya, 'Tolong tanyailah dia (Muhammad) tentang nyawa', s"
6905,Tauhid,Firman Allah Ta\'ala: {Sesungguhnya perkataan Kami terhadap se',"'Aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Akan senantiasa ada dari umatku sekelompok orang (kaum) yang menang mengalahkan manusia, hingga keputusan Allah mendatangi mereka.'"
6912,Tauhid,Kehendak dan keinginan',"'Perumpamaan orang mukmin adalah bagai dahan tumbuhan yang daunnya miring sesuai tempat datangnya angin, namun jika telah tenang, dahan itu bisa kembali lurus. Demikian pula seorang mukmin, terkadang dalam keadaan miring karena ujian. Sebaliknya perumpamaan orang kafir bagaikan pohon padi yang lurus"
6913,Tauhid,Kehendak dan keinginan',"'Aku mendengar Rasulullah Shalllhu'alaihiwasallam di atas minbar berkata: 'Keberadaan kalian dibandingkan umat-umat sebelum kalian adalah bagaikan antara shalat ashar hingga matahari terbenam. Ahli taurat diberi taurat, lantas mereka mengamalkannya hingga pertengahan siang, kemudian mereka tak mampu"
6909,Tauhid,Firman Allah Ta\'ala: {Katakanlah: Sekiranya lautan menjadi ti',"'Allah menjamin siapa saja yang berjihad di jalan-Nya, tidak ada dorongan baginya untuk berjihad di jalan-Nya selain jihad di jalan-Nya dan membenarkan kalimat-Nya, untuk masukkan ke dalam surga, atau Allah mengembalikannya ke tempat tinggalnya dengan ganjaran atau ghanimah.'"
6911,Tauhid,Kehendak dan keinginan',"'Tidakkah kalian mendirikan shalat?' Namun Ali menjawab, 'Wahai Rasulullah, sesungguhnya nyawa kita berada di tangan Allah, jika Dia berkenan, maka Dia akan membangunkan kita.' Secara spontan Rasulullah Shallhu'laihiwasallam pergi begitu aku menjawab yang demikian, dan beliau sama sekali tidak kemba"
6915,Tauhid,Kehendak dan keinginan',"'Sungguh, malam ini aku akan menggilir isteri-isteriku sehingga masing-masing isteriku hamil dan melahirkan seorang penunggang kuda yang berperang fi sabilillah.' Lantas Sulaiman menggilir isteri-isterinya, namun sama sekali tidak ada yang hamil selain satu orang isteri yang melahirkan separoh orang"
6910,Tauhid,Kehendak dan keinginan',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Jika kalian berdoa kepada Allah, maka seriuslah dalam berdoa dan jangan salah seorang di antara kalian berkata 'Jika Engkau berkehendak maka berilah aku', sebab Allah sama sekali tidak ada yang bisa memaksa.'"
6914,Tauhid,Kehendak dan keinginan',"'Pernah aku berbaiat kepada Rasulullah shallallhu'alaihiwasallam bersama serombongan orang. Lantas Nabi bersabda: 'Saya membaiat kalian agar kalian tidak menyekutukan Allah dengan sesuatu apapun, tidak mencuri, tidak berzina, tidak membunuh anak-anak kalian, dan tidak mengada-adakan kebohongan yang "
6918,Tauhid,Kehendak dan keinginan',"'Seorang laki-laki muslimin dan seorang laki-laki Yahudi saling memaki (mencela). Si Muslim berkata, 'Demi Dzat yang mengistimewakan Muhammad di atas semua manusia', dan ia mengucapkannya disertai sumpah. Sedang si Yahudi berkata, 'Demi Dzat yang telah mengistimewakan Musa di atas semua manusia'. La"
6916,Tauhid,Kehendak dan keinginan',"'Tidak apa-apa kamu, insya Allah nggak masalah.' Lantas si arab badui menjawab, 'Apa, nggak apa-apa? Bahkan itu adalah demam yang menggelegak atas orang yang sudah tua renta yang menghantarkannya kepada kuburan.' Maka Nabi shallallahu 'alaihi wasallam berkata: 'Semoga iya, kalau begitu.'"
6921,Tauhid,Kehendak dan keinginan',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Ketika aku tidur, aku bermimpi di atas sebuah sumur, lantas aku menariknya sekehendak Allah aku menariknya, kemudian Ibnu Quhafah mengambilnya dan menarik satu atau dua ember, dalam tarikannya terlihat ada kelemahan, ini berarti mudah-mudahan Allah"
6923,Tauhid,Kehendak dan keinginan',"'Janganlah salah seorang di antara kalian berkata, 'Ya Allah, ampunilah aku jika Engkau berkenan. Ya Allah, rahmatilah aku jika Engkau berkenan. Ya Allah, berilah aku rejeki jika Engkau berkenan'. Hendaklah ia serius dalam permintaannya, sebab Allah bisa melakukan apa saja sekehendak-Nya dan sama se"
6926,Tauhid,Kehendak dan keinginan',"'Nabi shallallahu 'alaihi wasallam terus mengepung penduduk Thaif dan belum bisa membebaskannya, maka beliau katakan: 'Besok insyaallah kita kembali', maka kaum muslimin berkata, 'Kita akan pulang dan tidak akan membebaskannya.' Nabi terus berkata: 'Berangkatlah kalian menyongsong peperangan.' Merek"
6927,Tauhid,Firman Allah Ta\'ala: {Dan tiadalah berguna syafaat di sisi Al',"'Jika Allah memutuskan suatu keputusan di langit, maka malaikat akan mengepak-ngepakkan sayapnya karena tunduk kepada titah-Nya, seolah-olah kepakan sayapnya seperti rantai di atas batu licin.' Ali berkata, 'Sedang lainnya berkata, 'Seperti batu licin yang menembus mereka.' Allah berfirman: '(Apabil"
6929,Tauhid,Firman Allah Ta\'ala: {Dan tiadalah berguna syafaat di sisi Al',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Allah berfirman, 'Wahai Adam! ' Adam menjawab, 'Aku penuhi panggilan-Mu! ' lantas Adam dipanggil dengan suatu suara, 'Sesungguhnya Allah Tabaraka wa Ta'ala menyuruhmu untuk mengeluarkan utusan-utusan dari anak cucumu ke neraka'.'"
6928,Tauhid,Firman Allah Ta\'ala: {Dan tiadalah berguna syafaat di sisi Al',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Allah tidak pernah mengijinkan sesuatu sebagaimana ijin-Nya kepada Nabi shallallahu 'alaihi wasallam untuk melagukan Al Qur'an, ' sedang salah seorang sahabatnya berkata 'maksud melagukan yaitu membaca dengan keras.'"
6917,Tauhid,Kehendak dan keinginan',"'Sesungguhnya Allah menggenggam roh kalian sekehendak-Nya, dan Dia mengembalikannya sekehendak-Nya.' Para sahabat kemudian menuntaskan kebutuhan mereka, dan berwudlu hingga matahari terbit dan putih, dan beliau kemudian berdiri dan shalat.'"
6919,Tauhid,Kehendak dan keinginan',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Madinah akan didatangi oleh dajjal dan ia temukan kota tersebut dijaga oleh para malaikat, sehingga dajjal tidak bisa mendekatinya, dan tidak pula penyakit tha'un, insya allah.'"
6932,Tauhid,Dialog Allah bersama Jibril dan panggilan Allah kepada para Ma',"'Malaikat malam dan malaikat siang secara bergantian menjaga kalian, dan mereka berkumpul pada waktu shalat 'ashar dan shalat subuh, kemudian malaikat yang menjaga kalian di malam hari naik ke langit dan Allah menanyai mereka -sekalipun Dia paling tahu terhadap keadaan mereka- bagaimana kalian tingg"
6922,Tauhid,Kehendak dan keinginan',"'Berilah pertolongan niscaya kalian diganjari, dan Allah memutuskan melalui lisan rasul-Nya sekehendaknya.'"
6925,Tauhid,Kehendak dan keinginan',"'Insya Allah besok kita singgah di Khaif bani Kinanah, yang di tempat itulah mereka bersumpah untuk melakukan kekufuran. Tempat yang dimaksud adalah Muhashshab.'"
6920,Tauhid,Kehendak dan keinginan',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Setiap Nabi mempunyai doa yang telah dikabulkan, sedang aku insya Allah terus akan menyimpan doaku sebagai syafaat untuk umatku di hari kiamat nanti.'"
6935,Tauhid,Firman Allah Ta\'ala: {Allah menurunkannya dengan ilmu-Nya; da',"'Dalam perang Ahzab, Rasulullah Shallallhu'alaihiwasallam berdoa: 'ALLAAHUMMA MUNZILAL KITAAB, SARII'AL HISAAB, AHZIMIL AHZAAB, WAZALZIL BIHIM (Ya Allah yang menurunkan kitab, yang cepat perhitungan-Nya, hancur leburkanlah pasukan ahzab, guncangkanlah mereka) '. Sedang Humaidi menambahkan; telah men"
6936,Tauhid,Firman Allah Ta\'ala: {Allah menurunkannya dengan ilmu-Nya; da',"'hallallahu 'alaihi wasallam secara berturut-turut di Makkah. Ketika itu, jika beliau mengencangkan bacaannya, maka kaum musyrikin mendengarnya hingga mereka mencela Al Qur'an secara habis-habisan, juga mencela yang menurunkannya dan yang membawanya. Maka Allah menurunkan: '(Jangan kamu mengeraskan "
6924,Tauhid,Kehendak dan keinginan',"'a pernah berdebat bersama Al Hurr bin Qais bin Hisn Al Fizari tentang sahabat Musa, apakah benar-benar Khidir? Lantas Ubbay bin Ka'b Al anshari melewati keduanya. Ibnu Abbas kemudian memanggilnya dan berkata, 'Aku berdebat dengan kawanku ini tentang kawan Musa yang Musa meminta dipertemukan dengann"
6933,Tauhid,Dialog Allah bersama Jibril dan panggilan Allah kepada para Ma',"'Aku mendengar Abu Dzar dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: 'Jibril menemuiku dan memberiku kabar gembira, bahwasanya siapa saja yang meninggal dengan tidak menyekutukan Allah dengan sesuatu apapun, maka dia masuk surga.' Maka saya bertanya, 'Meskipun dia mencuri dan berzina? ' "
6937,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Allah Ta'ala berfirman: 'Anak adam menyakiti-Ku dan mencela masa, padahal Aku adalah masa, di tangan-Ku lah segala urusan, Akulah yang membolak-balikkan siang dan malam'.'"
6930,Tauhid,Firman Allah Ta\'ala: {Dan tiadalah berguna syafaat di sisi Al',"'Belum pernah aku sedemikian cemburu kepada seorang wanita sebagaimana kecemburuanku terhadap Khadijah, sebab Tuhan Muhammad telah menyuruhnya agar memberinya kabar gembira dengan surga.'"
6931,Tauhid,Dialog Allah bersama Jibril dan panggilan Allah kepada para Ma',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Allah Tabaraka wa Ta'ala jika mencintai seseorang, Ia memanggil Jibril 'Sesungguhnya Allah mencintai si fulan maka cintailah dia, sehingga Jibril pun mencintainya. Kemudian Jibril memanggil seluruh penghuni langit seraya berseru, 'Sesungguhnya Alla"
6934,Tauhid,Firman Allah Ta\'ala: {Allah menurunkannya dengan ilmu-Nya; da',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Hai fulan, jika engkau mendatangi kasurmu, maka panjatkanlah doa: 'ALLAAHUMMA ASLAMTU NAFSII ILAIKA, WAWAJJAHTU WAJHII ILAIKA, WAFAWWADLTU AMRII ILAIKA, WA ALJA'TU ZHAHRII ILAIKA, RUGHBTAN WA RUHBATAN ILAIKA, LAA MALJA'A WA LAA MANJAA MINKA ILLAA I"
6939,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Dikala Ayyub mandi dalam keadaan telanjang, tiba-tiba kaki belalang yang terbuat dari emas jatuh kepadanya, kemudian Ayyub membungkus dengan kainnya. Maka Tuhannya memanggilnya, 'Wahai Ayyub, bukankah Aku telah mengayakanmu daripada sekedar apa yang engkau lihat? ' Ayyub menjawab, 'Benar wahai Rabb"
6938,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Allah Azza wa Jalla berfirman: 'Puasa adalah milik-Ku, dan Aku sendirilah yang mengganjarinya, orang yang berpuasa itu meninggalkan syahwatnya, makan dan minumnya karena Aku. Puasa adalah perisai, dan bagi orang yang berpuasa mendapat dua kegembiraan, kegembiraan ketika ia berjumpa dengan rabbnya. "
6944,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Allah berfirman, 'Aku persiapkan bagi hamba-Ku yang shalih (ganjaran) yang tidak terlihat oleh mata, belum terdengar oleh telinga dan belum pernah terdetik oleh hati manusia'.'"
6941,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Kita adalah orang-orang yang datang terkemudian, namun kita yang terlebih dahulu ke surga pada hari kiamat.'"
6942,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Berinfaklah engkau, niscya aku memberi infak kepadamu.'"
6946,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Akan tetapi demi Allah, aku sama sekali tak punya perkiraan Allah akan menurunkan wahyu terhadap berita kesucianku, sungguh urusanku terhadap diriku lebih remeh daripada Allah berbicara tentangku dengan wahyu yang dibacakan, yang kuharap ketika itu hanyalah sekiranya Rasulullah shallallahu 'alaihi "
6945,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Jika Nabi Shallalahu'alaihi wasallam tahajjud malam hari beliau membaca: 'ALLAAHUMA LAKAL HAMDU, ANTA NUURUSSAMAWAATI WAL ARDLI, WALAKAL HAMDU ANTA QOYYIMUSSAWAATI WAL ARDLI, WALAKAL HAMDU ANTA RABBUSSAMAAWAATI WAL ARDLI WAMAN FIIHINNA, ANTAL HAQQU, WAWA'DUKAL HAQQ, WAQOULUKL HAQQ, WALIQOO'UKAL HAQ"
6940,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Rabb kita Tabaraka wa Ta'ala setiap malam turun ke langit dunia ketika sepertiga malam, lantas Ia berkata, 'Siapa yang berdoa kepada-Ku maka aku beri, siapa yang meminta ampun kepada-Ku maka Aku ampuni?.'"
6943,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Inilah Khadijah datang kepadamu dengan bejana berisi makanan dan bejana berisi minuman, dan sampaikanlah salam kepadanya dari tuhannya, dan berilah dia kabar gembira dengan rumah yang terbuat dari mutiara, yang tiada keributan dan kegaduhan di sana.'"
6951,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}','Allah berfirman: 'Aku selalu tergantung prasangka hamba-Ku terhadap-Ku.'
6949,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Nabi shallallahu 'alaihi wasallam mendapatkan hujan, lantas beliau bersabda: 'Allah berfirman: 'Hamba-Ku di pagi hari ada yang kafir terhadap-Ku dan ada yang beriman kepada-Ku'.'"
6952,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Ada seorang laki-laki yang sama sekali belum beramal, dan ia berpesan bahwa jika Ia mati, agar mereka (anak-anaknya) membakarnya kemudian membuang setengah dari abunya (jasadnya) ke bumi dan setengah lagi ke laut seraya berkata 'Sekiranya Allah mentakdirkan baginya, maka Allah tentu akan menyiksany"
6955,Tauhid,Dialog Allah bersama para nabi dan selain mereka pada hari kia',"'Aku mendengar Anas radliyallahu'anhu berkata, 'Aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Jika hari kiamat tiba, maka aku diberi syafaat, lantas aku berkata: 'Wahai rabb, tolong masukkanlah ke dalam surga siapa saja yang dalam hatinya masih ada sebiji sawi iman.' Lantas mereka pun m"
6947,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Allah berfirman: 'Jika seorang hamba-Ku ingin melakukan kejahatan maka janganlah kalian catat hingga Ia melakukannya, dan jika ia melakukannya maka catatlah semisalnya. Jika ia meninggalkannya karena Aku maka catatlah kebaikan baginya, dan jika ia berniat melakukan kebaikan sedang ia belum melakuka"
6956,Tauhid,Dialog Allah bersama para nabi dan selain mereka pada hari kia',"'Kami, orang-orang penduduk Bashrah, berkumpul dan pergi menemui Anas bin Malik, lalu kami pergi bersama Tsabit Al Bunani dengan tujuan bertanya tentang hadis Syafaat. Tidak tahunya Anas bin mlik dalam berada istananya, lalu kami temui beliau tepat ketika ia sedang shalat dluha. Kemudian kami memint"
6948,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Allah menciptakan manusia, tatkala Ia selesai dari penciptaannya, rahim berdiri dan berkata 'Ketahuilah, ini adalah kedudukan yang berlindung kepada-Mu dari terputus.' Lantas Allah berfirman: 'Tidakkah engkau ridla jika Aku menyambung siapa saja ya"
6950,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Allah berfirman: 'Jika hamba-Ku mencintai perjumpaan terhadap-Ku, maka Aku menyukai berjumpa kepadanya, sebaliknya jika hamba-Ku tidak suka berjumpa dengan-Ku, maka Aku juga tidak suka berjumpa dengannya.'"
6953,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"'Aku mendengar Abu Hurairah berkata, 'Aku mendengar Nabi shallallahu 'alaihi wasallam shallallahu 'alaihi wasallam bersabda: 'Ada seorang hamba yang melakukan dosa -atau dengan redaksi lain; menjalankan dosa-, lantas hamba itu berkata 'Ya Tuhanku, aku telah melakukan dosa --atau dengan redaksi 'tela"
6954,Tauhid,Firman Allah Ta\'ala: {mereka hendak mengubah janji Allah}',"' Pada kali lain Rasulullah bersabda: 'Tidak ada dorongan bagi orang itu berbuat yang demikian selain karena ketakutannya.' Maka hadis ini kuceritakan kepada Abu Utsman, lantas ia berkata, 'Aku mendengar hadis ini dari Salman, hanya ia menambahi redaksi 'Tolong taburkanlah abuku di lautan atau sebag"
6959,Tauhid,Dialog Allah bersama para nabi dan selain mereka pada hari kia',"'Seorang biarawan Yahudi datang dan berkata, 'Jika hari kiamat terjadi, maka Allah meletakkan langit di atas jari-Nya, dan tujuh lapisan bumi juga diletakkan di atas jarinya dan air, bintang juga di atas jari, dan seluruh makhluk yang ada juga di atas satu jarinya, kemudian Allah menggetarkan mereka"
